STATEFP,COUNTYFP,COUNTYNS,CNTYIDFP,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2000,ESTIMATESB,POPESTIMAT,POPESTIMA2,POPESTIMA3,POPESTIMA4,POPESTIMA5,POPESTIMA6,POPESTIMA7,POPESTIMA8,POPESTIMA9,POPESTIM10,POPESTIM11,POPESTIM12,PCTCHANGE,County Name,TotPctChg,NPPctChng,GOPPctChng,DemPctChng
31,067,00835855,31067,Gage,Gage County,06,H1,G4020,,13100,,A,-2147483648,21928738,+40.2552336,-096.6834527,050,2,4,31,067,Nebraska,Gage County,22993,22992,22945,23053,23074,23139,23166,23011,23056,23070,22850,22699,22681,22673,-0.01,GAGE,1.409357562,99.3258427,-1.368653422,-18.60382075
31,101,00835872,31101,Keith,Keith County,06,H1,G4020,,,,A,-2147483648,124671474,+41.1944042,-101.6444736,050,2,4,31,101,Nebraska,Keith County,8875,8868,8825,8688,8612,8309,8175,8085,7986,7970,7788,7762,7763,7761,-0.12,KEITH,16.33962956,99.63768116,13.24013158,-15.33942559
31,075,00835859,31075,Grant,Grant County,06,H1,G4020,,,,A,2010366733,18130868,+41.9158666,-101.7568745,050,2,4,31,075,Nebraska,Grant County,747,735,734,735,709,673,651,638,635,612,599,562,553,550,-0.25,GRANT,-8.414872798,62.5,32.94270833,-42.85714286
31,057,00835850,31057,Dundy,Dundy County,06,H1,G4020,,,,A,-2147483648,3046324,+40.1801650,-101.6811326,050,2,4,31,057,Nebraska,Dundy County,2292,2292,2267,2169,2141,2141,2116,2046,1997,1950,1907,1923,1925,1925,-0.15,DUNDY,-12.51646904,68.53932584,21.3168692,-54.58823529
31,059,00835851,31059,Fillmore,Fillmore County,06,H1,G4020,,,,A,1490202725,2990040,+40.5250398,-097.5967053,050,2,4,31,059,Nebraska,Fillmore County,6634,6634,6606,6499,6392,6393,6309,6158,6094,6041,6005,5971,5970,5969,-0.1,FILLMORE,-0.024154589,98.75776398,-1.892430279,-28.91278375
31,027,00835835,31027,Cedar,Cedar County,06,H1,G4020,,,,A,1917398583,14335185,+42.6045112,-097.2568239,050,2,4,31,027,Nebraska,Cedar County,9615,9626,9585,9392,9257,9102,8999,8933,8704,8542,8398,8363,8324,8310,-0.13,CEDAR,-2.413515688,85.31187123,31.86705767,-35.94628357
31,011,00835828,31011,Boone,Boone County,06,H1,G4020,,,,A,1778165923,1718584,+41.7054003,-098.0667935,050,2,4,31,011,Nebraska,Boone County,6259,6259,6205,6127,6025,5850,5764,5686,5554,5507,5468,5428,5415,5409,-0.13,BOONE,-5.099289041,46.66666667,-15.2173913,-29.52503209
31,015,00835829,31015,Boyd,Boyd County,06,H1,G4020,,,,A,1398442177,11890320,+42.8944476,-098.7730221,050,2,4,31,015,Nebraska,Boyd County,2438,2443,2432,2391,2354,2306,2247,2219,2145,2112,2105,2080,2103,2110,-0.13,BOYD,-24.5112782,26.66666667,-5.062984496,-50.30769231
31,005,00835825,31005,Arthur,Arthur County,06,H1,G4020,,,,A,1852759629,7644718,+41.5708557,-101.6970449,050,2,4,31,005,Nebraska,Arthur County,444,444,442,409,396,403,387,373,381,377,363,347,353,355,-0.2,ARTHUR,-6.818181818,57.14285714,-6.816760475,-56.73076923
31,041,00835842,31041,Custer,Custer County,06,H1,G4020,,,,A,-2147483648,932960,+41.3938927,-099.7268662,050,2,4,31,041,Nebraska,Custer County,11793,11794,11754,11542,11433,11290,11204,11098,10920,10819,10797,10779,10704,10678,-0.09,CUSTER,-0.710586535,99.81981982,-6.593977155,-30.1315265
31,007,00835826,31007,Banner,Banner County,06,H1,G4020,,42420,,A,1932722007,397069,+41.5397495,-103.7262625,050,2,4,31,007,Nebraska,Banner County,819,815,819,807,769,762,748,730,730,712,674,684,687,688,-0.16,BANNER,-7.231040564,65.71428571,12.86307054,-48.91304348
31,023,00835833,31023,Butler,Butler County,06,H1,G4020,,,,A,1514901702,15332859,+41.2260724,-097.1320394,050,2,4,31,023,Nebraska,Butler County,8767,8857,8817,8871,8808,8706,8616,8461,8375,8359,8342,8375,8385,8388,-0.05,BUTLER,3.620386643,72.65917603,-9.604728482,-38.08020208
31,081,00835862,31081,Hamilton,Hamilton County,06,H1,G4020,,,,A,1406051463,10725778,+40.8771450,-098.0219432,050,2,4,31,081,Nebraska,Hamilton County,9403,9408,9379,9326,9358,9399,9383,9347,9288,9320,9292,9267,9293,9301,-0.01,HAMILTON,12.72215379,108.353222,16.04557148,-14.07678245
31,039,00835841,31039,Cuming,Cuming County,06,H1,G4020,,,,A,1477895736,10447369,+41.9158651,-096.7885168,050,2,4,31,039,Nebraska,Cuming County,10203,10203,10154,10037,9945,9813,9684,9612,9407,9258,9189,9110,9115,9115,-0.1,CUMING,-4.689293327,130.0283286,2.585822559,-25.92397043
31,077,00835860,31077,Greeley,Greeley County,06,H1,G4020,,,,A,1475762066,2188873,+41.5675996,-098.5305655,050,2,4,31,077,Nebraska,Greeley County,2714,2714,2705,2662,2628,2566,2518,2427,2402,2339,2322,2255,2270,2276,-0.16,GREELEY,-13.46918489,104.7619048,-4.797979798,-23.58934169
31,105,00835874,31105,Kimball,Kimball County,06,H1,G4020,,,,A,-2147483648,1448446,+41.1991549,-103.7111053,050,2,4,31,105,Nebraska,Kimball County,4089,4085,4051,4018,3979,3868,3801,3777,3707,3616,3547,3559,3560,3559,-0.12,KIMBALL,16.4304864,349.5495495,0.189035917,-20.66473988
31,021,00835832,31021,Burt,Burt County,06,H1,G4020,,,,A,1273175116,14198095,+41.8541794,-096.3377462,050,2,4,31,021,Nebraska,Burt County,7791,7791,7778,7651,7477,7355,7385,7210,7107,6986,6956,6878,6852,6842,-0.12,BURT,-5.707148347,71.9123506,34.83734685,-19.94987469
31,071,00835857,31071,Garfield,Garfield County,06,H1,G4020,,,,A,1475750134,4125558,+41.9139375,-098.9807311,050,2,4,31,071,Nebraska,Garfield County,1902,1902,1891,1871,1868,1825,1810,1788,1770,1732,1721,1714,1707,1705,-0.1,GARFIELD,-17.97603196,98.03921569,-3.198653199,-39.42028986
31,079,00835861,31079,Hall,Hall County,06,H1,G4020,,24260,,A,1414892522,15166026,+40.8660231,-098.4980036,050,2,4,31,079,Nebraska,Hall County,53534,53577,53559,53465,53648,53937,54243,54312,54918,55465,56500,57629,58258,58467,0.09,HALL,18.06815213,86.5892598,-8.895705521,-3.335728215
31,107,00835875,31107,Knox,Knox County,06,H1,G4020,,,,A,-2147483648,81251083,+42.6344044,-097.8913492,050,2,4,31,107,Nebraska,Knox County,9374,9370,9305,9114,9013,8941,8866,8705,8625,8616,8442,8412,8393,8384,-0.1,KNOX,-3.090172239,70.68607069,10.17699115,-23.90766694
31,087,00835865,31087,Hitchcock,Hitchcock County,06,H1,G4020,,,,A,1838742791,22103382,+40.1768964,-101.0442169,050,2,4,31,087,Nebraska,Hitchcock County,3111,3110,3094,3076,3026,3004,3000,2890,2879,2846,2831,2800,2794,2791,-0.1,HITCHCOCK,-7.043558851,153.7878788,3.074141049,-41.89364462
